,Serialno,ROLL_x,ROLL,PITCH,YAW,ODDO1,ODDO1_SPEED,ODDO2,ODDO2_SPEED,VELOCITY,BATTERY_PERCENTAGE,BATTERY_VOLTAGE,TEMP1,TEMP2,filename,proximity1,proximity2,proximity3,proximity4,proximity5,proximity6,proximity7,proximity8,proximity9,proximity10,proximity11,proximity12,proximity13,proximity14,proximity15,proximity16,proximity17,proximity18,runid,index
1957,80153,-114.09,40.92,-0.92,79.63,24386.25,0.01,4581.151079,0.01,0.05,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253744,20688656,20886720,20930256,20836688,20918144,20734064,20487920,20945888,20809424,20903696,20845888,20828928,20937696,24,80154
1958,80154,-114.09,40.92,-0.92,79.63,24395,0.01,4581.942446,0.01,0.05,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253744,20688656,20886336,20930256,20836688,20918144,20734064,20487920,20945888,20809424,20903696,20845888,20828928,20937696,24,80155
1959,80155,-114.09,40.92,-0.92,79.63,24403.75,0.01,4582.733813,0.01,0.05,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253744,20688656,20886336,20930256,20836688,20918144,20734064,20487920,20946992,20809424,20903696,20845888,20828928,20937696,24,80156
1960,80156,-114.09,40.92,-0.92,79.63,24412.5,0.01,4583.52518,0.01,0.05,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253744,20688656,20886336,20930256,20836688,20918144,20734064,20487920,20946992,20809424,20903696,20845888,20828928,20937696,24,80157
1961,80157,-114.09,40.92,-0.92,79.63,24421.25,0.01,4584.316547,0.01,0.05,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253744,20688656,20886336,20930256,20836688,20918144,20734064,20487920,20946992,20809424,20903696,20845888,20828928,20937696,24,80158
1962,80158,-114.04,40.97,-0.87,79.58,24430,0.01,4585.107914,0.01,0.02,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253744,20688656,20886336,20930256,20836688,20918144,20734064,20487920,20946992,20809424,20903696,20845888,20828928,20937696,24,80159
1963,80159,-114.04,40.97,-0.87,79.58,24438.75,0.01,4585.899281,0.01,0.02,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253744,20688656,20886336,20930256,20836688,20918144,20734064,20487920,20946992,20809424,20903696,20845888,20828928,20937696,24,80160
1964,80160,-114.04,40.97,-0.87,79.58,24446.40625,0.01,4586.690647,0.01,0.02,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253744,20688656,20886336,20930256,20836688,20918144,20734064,20487920,20946992,20809424,20903696,20845888,20828928,20937696,24,80161
1965,80161,-114.04,40.97,-0.87,79.58,24454.0625,0.01,4587.482014,0.01,0.02,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253744,20688656,20886336,20930256,20836688,20918144,20734064,20487920,20946992,20809424,20903696,20845888,20828928,20937696,24,80162
1966,80162,-114.04,40.97,-0.87,79.58,24461.71875,0.01,4588.273381,0.01,0.02,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253744,20688656,20886336,20930256,20836688,20918144,20734064,20487920,20946992,20809424,20903696,20845888,20828928,20937696,24,80163
1967,80163,-114.04,40.97,-0.87,79.58,24469.375,0.01,4589.064748,0.01,0.02,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253744,20688656,20886336,20930256,20836688,20918144,20734064,20487920,20946992,20809424,20903696,20845888,20828928,20937696,24,80164
1968,80164,-114.04,40.97,-0.87,79.58,24477.03125,0.01,4589.856115,0.01,0.02,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253744,20688656,20886336,20930256,20836688,20918144,20734064,20487920,20946992,20809424,20903696,20845888,20828928,20937696,24,80165
1969,80165,-114.04,40.97,-0.87,79.58,24484.6875,0.01,4590.647482,0.01,0.02,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253744,20688656,20886336,20930256,20836688,20918144,20734064,20487920,20946992,20809424,20903696,20845888,20828928,20937696,24,80166
1970,80166,-114.04,40.97,-0.87,79.58,24492.34375,0.01,4591.438849,0.01,0.02,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253744,20688656,20886336,20930256,20836688,20918144,20734064,20487920,20946992,20809424,20903696,20845888,20828928,20937696,24,80167
1971,80167,-114.04,40.97,-0.87,79.58,24500,0.01,4592.230216,0.01,0.02,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253744,20688656,20886336,20930256,20836688,20918144,20734064,20487920,20946992,20809424,20903696,20845888,20828928,20937696,24,80168
1972,80168,-114.04,40.97,-0.87,79.58,24507.65625,0.01,4593.021583,0.01,0.02,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253744,20688656,20886336,20930256,20836272,20918144,20734064,20487920,20946992,20809424,20903696,20845888,20828928,20937696,24,80169
1973,80169,-114.04,40.97,-0.87,79.58,24515.3125,0.01,4593.81295,0.01,0.02,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253744,20688656,20886336,20930256,20836272,20918144,20734064,20487920,20946992,20809424,20904240,20845888,20828928,20937696,24,80170
1974,80170,-114.04,40.97,-0.87,79.58,24522.96875,0.01,4594.604317,0.01,0.02,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253744,20688656,20886336,20930256,20836272,20918144,20734064,20487920,20946992,20809424,20904240,20845888,20828928,20937696,24,80171
1975,80171,-114.04,40.97,-0.87,79.58,24530.625,0.01,4595.395683,0.01,0.02,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253744,20688656,20886336,20930256,20836272,20918144,20734064,20487920,20946992,20809424,20904240,20845888,20831904,20937696,24,80172
1976,80172,-114.04,40.97,-0.87,79.58,24538.28125,0.01,4596.18705,0.01,0.02,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253744,20688656,20886336,20930256,20836272,20918144,20734064,20487920,20946992,20809424,20904240,20845888,20831904,20937696,24,80173
1977,80173,-113.99,41.02,-0.89,79.55,24545.9375,0.01,4596.978417,0.01,-0.03,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253712,20688656,20886336,20930256,20836272,20918144,20734064,20487920,20946992,20809424,20904240,20845888,20831904,20937696,24,80174
1978,80174,-113.99,41.02,-0.89,79.55,24553.59375,0.01,4597.769784,0.01,-0.03,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253712,20688656,20886336,20930256,20836272,20918144,20734064,20487920,20946992,20809424,20904240,20845888,20831904,20937696,24,80175
1979,80175,-113.99,41.02,-0.89,79.55,24561.25,0.01,4598.561151,0.01,-0.03,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253712,20688656,20886336,20930256,20836272,20918144,20734064,20487312,20946992,20809424,20904240,20845888,20831904,20937696,24,80176
1980,80176,-113.99,41.02,-0.89,79.55,24568.90625,0.01,4599.352518,0.01,-0.03,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253712,20688656,20886336,20930256,20836272,20918144,20734064,20487312,20946992,20809424,20904240,20845888,20831904,20937696,24,80177
1981,80177,-113.99,41.02,-0.89,79.55,24576.5625,0.01,4600.143885,0.01,-0.03,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253712,20688656,20886336,20930256,20836272,20918144,20734064,20487312,20946992,20809424,20904240,20845888,20831904,20937696,24,80178
1982,80178,-113.99,41.02,-0.89,79.55,24584.21875,0.01,4600.935252,0.01,-0.03,1710581518,0,0,0,1,20845824,20643408,20686800,20881872,21253712,20688656,20886336,20930256,20836272,20918144,20734064,20487312,20946992,20809424,20904240,20845888,20831904,20937696,24,80179
1983,80179,-113.99,41.02,-0.89,79.55,24591.875,0.01,4601.726619,0.01,-0.03,1710581518,0,0,0,1,20845824,20643408,20686800,20881968,21253712,20688656,20886336,20930256,20836272,20918144,20734064,20487312,20946992,20809424,20904240,20845888,20831904,20937696,24,80180
1984,80180,-113.99,41.02,-0.89,79.55,24599.53125,0.01,4602.517986,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20688656,20886336,20930256,20836272,20918144,20734064,20487312,20946992,20809424,20904240,20845888,20831904,20937696,24,80181
1985,80181,-113.99,41.02,-0.89,79.55,24607.1875,0.01,4603.309353,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20688656,20886336,20930256,20836272,20918144,20734064,20487312,20946992,20809424,20904240,20845888,20831904,20937696,24,80182
1986,80182,-113.99,41.02,-0.89,79.55,24614.84375,0.01,4604.100719,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20688656,20886336,20930256,20836272,20918144,20734064,20487312,20946992,20809456,20904240,20845888,20831904,20937696,24,80183
1987,80183,-113.99,41.02,-0.89,79.55,24622.5,0.01,4604.892086,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20688656,20886336,20930256,20836272,20918144,20734064,20487312,20946992,20809456,20904240,20845888,20831904,20937696,24,80184
1988,80184,-113.99,41.02,-0.89,79.55,24631.25,0.01,4605.683453,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20688656,20886336,20930256,20836272,20918144,20734064,20487312,20946992,20809456,20904240,20845888,20831904,20937696,24,80185
1989,80185,-113.99,41.02,-0.89,79.55,24640,0.01,4606.47482,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20688656,20886336,20930176,20836272,20918144,20734064,20487312,20946992,20809456,20904240,20845888,20831904,20937696,24,80186
1990,80186,-113.99,41.02,-0.89,79.55,24648.75,0.01,4607.266187,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20688656,20886336,20930176,20836272,20918144,20734064,20487312,20946992,20809456,20904240,20845888,20831904,20937696,24,80187
1991,80187,-113.99,41.02,-0.89,79.55,24657.5,0.01,4608.057554,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20688656,20886336,20930176,20836272,20918144,20734064,20487312,20946992,20809456,20904240,20845888,20831904,20937696,24,80188
1992,80188,-113.99,41.02,-0.89,79.55,24666.25,0.01,4608.848921,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20688656,20886336,20930176,20836272,20918144,20734064,20487312,20946992,20809456,20904240,20845888,20831904,20937696,24,80189
1993,80189,-113.92,41.09,-0.92,79.6,24675,0.01,4609.640288,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20688656,20886336,20930176,20836272,20918144,20734064,20487312,20946992,20809456,20904240,20845888,20831904,20937696,24,80190
1994,80190,-113.92,41.09,-0.92,79.6,24683.75,0.01,4610.431655,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20688656,20886336,20930176,20836272,20918144,20734064,20487312,20946992,20809456,20904240,20845888,20831904,20937696,24,80191
1995,80191,-113.92,41.09,-0.92,79.6,24691.40625,0.01,4611.223022,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20688656,20886336,20930176,20836272,20918144,20734064,20487312,20946992,20809456,20904240,20845888,20831904,20937696,24,80192
1996,80192,-113.92,41.09,-0.92,79.6,24699.0625,0.01,4612.014388,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20688656,20886336,20930176,20836272,20918144,20734064,20487312,20946992,20809456,20904240,20845888,20831904,20937696,24,80193
1997,80193,-113.92,41.09,-0.92,79.6,24706.71875,0.01,4612.805755,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20688656,20886336,20930176,20836272,20918144,20734064,20487312,20946992,20809456,20904240,20845888,20831904,20937696,24,80194
1998,80194,-113.92,41.09,-0.92,79.6,24714.375,0.01,4613.597122,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20688656,20886336,20930176,20836272,20918272,20734064,20487312,20946992,20809456,20904240,20845888,20831904,20937696,24,80195
1999,80195,-113.92,41.09,-0.92,79.6,24722.03125,0.01,4614.388489,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20688656,20886336,20930176,20836272,20918272,20734064,20487312,20946992,20809456,20904240,20845888,20831904,20937696,24,80196
2000,80196,-113.92,41.09,-0.92,79.6,24729.6875,0.01,4615.179856,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20688656,20886336,20930176,20836272,20918272,20734064,20487312,20946992,20809456,20904240,20845888,20831904,20937696,24,80197
2001,80197,-113.92,41.09,-0.92,79.6,24737.34375,0.01,4615.971223,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20688656,20886336,20930176,20836272,20918272,20734064,20487312,20946992,20809456,20904240,20845888,20831904,20937696,24,80198
2002,80198,-113.92,41.09,-0.92,79.6,24745,0.01,4616.76259,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20688656,20886336,20930176,20836272,20918272,20734064,20487312,20946992,20809456,20904240,20845888,20831904,20937696,24,80199
2003,80199,-113.92,41.09,-0.92,79.6,24752.65625,0.01,4617.553957,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20688656,20886336,20930176,20836272,20918272,20734064,20487312,20946992,20809456,20904240,20845888,20831904,20937696,24,80200
2004,80200,-113.92,41.09,-0.92,79.6,24760.3125,0.01,4618.345324,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20688656,20886336,20930176,20836272,20918272,20734064,20487312,20946992,20809456,20904240,20847824,20831904,20937696,24,80201
2005,80201,-113.92,41.09,-0.92,79.6,24767.96875,0.01,4619.136691,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20688656,20886336,20930176,20836272,20918272,20734064,20487312,20946992,20809456,20904240,20847824,20831904,20937696,24,80202
2006,80202,-113.92,41.09,-0.92,79.6,24775.625,0.01,4619.928058,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20688656,20886336,20930176,20836272,20918272,20734064,20487312,20946992,20809456,20904240,20847824,20831904,20939168,24,80203
2007,80203,-113.92,41.09,-0.92,79.6,24783.28125,0.01,4620.719424,0.01,-0.03,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20689184,20886336,20930176,20836272,20918272,20734064,20487312,20946992,20809456,20904240,20847824,20831904,20939168,24,80204
2008,80204,-113.84,41.17,-0.9,79.62,24790.9375,0.01,4621.510791,0.01,0,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20689184,20886336,20930176,20836272,20918272,20734064,20487312,20946992,20809456,20904240,20847824,20831904,20939168,24,80205
2009,80205,-113.84,41.17,-0.9,79.62,24798.59375,0.01,4622.302158,0.01,0,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20689184,20886336,20930176,20836272,20918272,20734064,20487312,20946992,20809456,20904240,20847824,20831904,20939168,24,80206
2010,80206,-113.84,41.17,-0.9,79.62,24806.25,0.01,4623.093525,0.01,0,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20689184,20886336,20930176,20836272,20918272,20734064,20487312,20946992,20809456,20904240,20847824,20831904,20939168,24,80207
2011,80207,-113.84,41.17,-0.9,79.62,24813.90625,0.01,4623.884892,0.01,0,1710581518,0,0,0,1,20845824,20644672,20686800,20881968,21253712,20689184,20886336,20930176,20836272,20918272,20734064,20487312,20946992,20809456,20904240,20847824,20831904,20939168,24,80208
2012,80208,-113.84,41.17,-0.9,79.62,24821.5625,0.01,4624.676259,0.01,0,1710581518,0,0,0,1,20845824,20644672,20687536,20881968,21253712,20689184,20886336,20930176,20836272,20918272,20734464,20487312,20946992,20809456,20904240,20847824,20831904,20939168,24,80209
2013,80209,-113.84,41.17,-0.9,79.62,24829.21875,0.01,4625.467626,0.01,0,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253712,20689184,20886336,20930176,20836272,20918272,20734464,20487312,20946992,20809456,20904240,20847824,20831904,20939168,24,80210
2014,80210,-113.84,41.17,-0.9,79.62,24836.875,0.01,4626.258993,0.01,0,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253712,20689184,20886336,20930176,20836272,20918272,20734464,20487312,20946992,20809456,20904240,20847824,20831904,20939168,24,80211
2015,80211,-113.84,41.17,-0.9,79.62,24844.53125,0.01,4627.05036,0.01,0,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253712,20689184,20886336,20930176,20836272,20918272,20734464,20487312,20946992,20809456,20904240,20847824,20831904,20939168,24,80212
2016,80212,-113.84,41.17,-0.9,79.62,24852.1875,0.01,4627.841727,0.01,0,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253712,20689184,20886336,20930176,20836272,20918272,20734464,20487312,20946992,20809456,20904240,20847824,20831904,20939168,24,80213
2017,80213,-113.84,41.17,-0.9,79.62,24859.84375,0.01,4628.633094,0.01,0,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253712,20689184,20886336,20930176,20836272,20918272,20734464,20487312,20946992,20809456,20904240,20847824,20831904,20939168,24,80214
2018,80214,-113.84,41.17,-0.9,79.62,24867.5,0.01,4629.42446,0.01,0,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253712,20689184,20886576,20930176,20836272,20918272,20734464,20487312,20946992,20809456,20904240,20847824,20831904,20939168,24,80215
2019,80215,-113.84,41.17,-0.9,79.62,24874.30556,0.01,4630.215827,0.01,0,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253712,20689184,20886576,20930176,20836272,20918272,20734464,20487312,20947392,20809456,20904240,20847824,20831904,20939168,24,80216
2020,80216,-113.84,41.17,-0.9,79.62,24881.11111,0.01,4631.007194,0.01,0,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253712,20689184,20886576,20930176,20836272,20918272,20734464,20487312,20947392,20809456,20904240,20847824,20831904,20939168,24,80217
2021,80217,-113.84,41.17,-0.9,79.62,24887.91667,0.01,4631.798561,0.01,0,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253712,20689184,20886576,20930176,20836272,20918272,20734464,20487312,20947392,20809456,20904240,20847824,20831904,20939168,24,80218
2022,80218,-113.84,41.17,-0.9,79.62,24894.72222,0.01,4632.589928,0.01,0,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253712,20689184,20886576,20930176,20836272,20918272,20734464,20487312,20947392,20809456,20904240,20847824,20831904,20939168,24,80219
2023,80219,-113.76,41.25,-0.95,79.65,24901.52778,0.01,4633.381295,0.01,-0.25,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253712,20689184,20886576,20930176,20836272,20918272,20734464,20487312,20947392,20809456,20904240,20847824,20831904,20939168,24,80220
2024,80220,-113.76,41.25,-0.95,79.65,24908.33333,0.01,4634.172662,0.01,-0.25,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253712,20689184,20886576,20930176,20836272,20918272,20734464,20487312,20947392,20809456,20904240,20847824,20831904,20939168,24,80221
2025,80221,-113.76,41.25,-0.95,79.65,24915.13889,0.01,4634.964029,0.01,-0.25,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253712,20689184,20886576,20930176,20836272,20918272,20734464,20487312,20947392,20809456,20904240,20847824,20831904,20939168,24,80222
2026,80222,-113.76,41.25,-0.95,79.65,24921.94444,0.01,4635.755396,0.01,-0.25,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253712,20689184,20886576,20930176,20836272,20918272,20734464,20487312,20947392,20809456,20904240,20847824,20831904,20939168,24,80223
2027,80223,-113.76,41.25,-0.95,79.65,24928.75,0.01,4636.546763,0.01,-0.25,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253712,20689184,20886576,20930176,20836272,20918272,20734464,20487312,20947392,20809456,20904240,20847824,20831904,20939168,24,80224
2028,80224,-113.76,41.25,-0.95,79.65,24936.40625,0.01,4637.338129,0.01,-0.25,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253712,20689184,20886576,20930176,20836272,20918272,20734464,20487312,20947392,20809456,20904240,20847824,20831904,20939168,24,80225
2029,80225,-113.76,41.25,-0.95,79.65,24944.0625,0.01,4638.129496,0.01,-0.25,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253712,20689184,20886576,20930176,20836272,20918272,20734464,20487312,20947392,20809456,20904240,20847824,20831904,20939168,24,80226
2030,80226,-113.76,41.25,-0.95,79.65,24951.71875,0.01,4638.920863,0.01,-0.25,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253712,20689184,20886576,20930176,20836272,20918272,20734464,20487312,20947392,20809456,20904240,20847824,20831904,20939168,24,80227
2031,80227,-113.76,41.25,-0.95,79.65,24959.375,0.01,4639.71223,0.01,-0.25,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253712,20689184,20886576,20930176,20836272,20918272,20734464,20487312,20947392,20809456,20904240,20847824,20831904,20939168,24,80228
2032,80228,-113.76,41.25,-0.95,79.65,24967.03125,0.01,4640.503597,0.01,-0.25,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253712,20689184,20886576,20930176,20836688,20918272,20734464,20487312,20947392,20809456,20904240,20847824,20831904,20939168,24,80229
2033,80229,-113.76,41.25,-0.95,79.65,24974.6875,0.01,4641.294964,0.01,-0.25,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253712,20689184,20886576,20930176,20836688,20918272,20734464,20487312,20947392,20809456,20903952,20847824,20831904,20939168,24,80230
2034,80230,-113.76,41.25,-0.95,79.65,24982.34375,0.01,4642.086331,0.01,-0.25,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253712,20689184,20886576,20930176,20836688,20918272,20734464,20487312,20947392,20809456,20903952,20847824,20831904,20939168,24,80231
2035,80231,-113.76,41.25,-0.95,79.65,24990,0.01,4642.877698,0.01,-0.25,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253712,20689184,20886576,20930176,20836688,20918272,20734464,20487312,20947392,20809456,20903952,20847824,20831904,20939168,24,80232
2036,80232,-113.76,41.25,-0.95,79.65,24997.65625,0.01,4643.669065,0.01,-0.25,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253040,20689184,20886576,20930176,20836688,20918272,20734464,20487312,20947392,20809456,20903952,20847824,20830496,20939168,24,80233
2037,80233,-113.76,41.25,-0.95,79.65,25005.3125,0.01,4644.460432,0.01,-0.25,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253040,20689184,20886576,20930176,20836688,20918272,20734464,20487312,20947392,20809456,20903952,20847824,20830496,20939168,24,80234
2038,80234,-113.69,41.32,-0.97,79.6,25012.96875,0.01,4645.251799,0.01,0.33,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253040,20689184,20886576,20930176,20836688,20918272,20734464,20487312,20947392,20809456,20903952,20847824,20830496,20939168,24,80235
2039,80235,-113.69,41.32,-0.97,79.6,25020.625,0.01,4646.043165,0.01,0.33,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253040,20689184,20886576,20930176,20836688,20918272,20734464,20486832,20947392,20809456,20903952,20847824,20830496,20939168,24,80236
2040,80236,-113.69,41.32,-0.97,79.6,25028.28125,0.01,4646.834532,0.01,0.33,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253040,20689184,20886576,20930176,20836688,20918272,20734464,20486832,20947392,20809456,20903952,20847824,20830496,20939168,24,80237
2041,80237,-113.69,41.32,-0.97,79.6,25035.9375,0.01,4647.625899,0.01,0.33,1710581518,0,0,0,1,20846112,20644672,20687536,20881968,21253040,20689184,20886576,20930176,20836688,20918272,20734464,20486832,20947392,20809456,20903952,20847824,20830496,20939168,24,80238
2042,80238,-113.69,41.32,-0.97,79.6,25043.59375,0.01,4648.417266,0.01,0.33,1710581518,0,0,0,1,20846112,20644672,20687536,20882000,21253040,20689184,20886576,20930176,20836688,20918272,20734464,20486832,20947392,20809456,20903952,20847824,20830496,20939168,24,80239
2043,80239,-113.69,41.32,-0.97,79.6,25051.25,0.01,4649.208633,0.01,0.33,1710581518,0,0,0,1,20846112,20645200,20687536,20882000,21253040,20689184,20886576,20930176,20836688,20918272,20734464,20486832,20947392,20809456,20903952,20847824,20830496,20939168,24,80240
2044,80240,-113.69,41.32,-0.97,79.6,25058.90625,0.01,4650,0.01,0.33,1710581518,0,0,0,1,20846112,20645200,20687536,20882000,21253040,20689184,20886576,20930176,20836688,20918272,20734464,20486832,20947392,20809456,20903952,20847824,20830496,20939168,24,80241
2045,80241,-113.69,41.32,-0.97,79.6,25066.5625,0.01,4650.791367,0.01,0.33,1710581518,0,0,0,1,20846112,20645200,20687536,20882000,21253040,20689184,20886576,20930176,20836688,20918272,20734464,20486832,20947392,20809456,20903952,20847824,20830496,20939168,24,80242
2046,80242,-113.69,41.32,-0.97,79.6,25074.21875,0.01,4651.582734,0.01,0.33,1710581518,0,0,0,1,20846112,20645200,20687536,20882000,21253040,20689184,20886576,20930176,20836688,20918272,20734464,20486832,20947392,20809312,20903952,20847824,20830496,20939168,24,80243
2047,80243,-113.69,41.32,-0.97,79.6,25081.875,0.01,4652.374101,0.01,0.33,1710581518,0,0,0,1,20846112,20645200,20687536,20882000,21253040,20689184,20886576,20930176,20836688,20918272,20734464,20486832,20947392,20809312,20903952,20847824,20830496,20939168,24,80244
2048,80244,-113.69,41.32,-0.97,79.6,25089.53125,0.01,4653.165468,0.01,0.33,1710581518,0,0,0,1,20846112,20645200,20687536,20882000,21253040,20689184,20886576,20929728,20836688,20918272,20734464,20486832,20947392,20809312,20903952,20847824,20830496,20939168,24,80245
2049,80245,-113.69,41.32,-0.97,79.6,25097.1875,0.01,4653.956835,0.01,0.33,1710581518,0,0,0,1,20846112,20645200,20687536,20882000,21253040,20689184,20886576,20929728,20836688,20918272,20734464,20486832,20947392,20809312,20903952,20847824,20830496,20939168,24,80246
2050,80246,-113.69,41.32,-0.97,79.6,25104.84375,0.01,4654.748201,0.01,0.33,1710581518,0,0,0,1,20846112,20645200,20687536,20882000,21253040,20689184,20886576,20929728,20836688,20918272,20734464,20486832,20947392,20809312,20903952,20847824,20830496,20939168,24,80247
2051,80247,-113.69,41.32,-0.97,79.6,25112.5,0.01,4655.539568,0.01,0.33,1710581518,0,0,0,1,20846112,20645200,20687536,20882000,21253040,20689184,20886576,20929728,20836688,20918272,20734464,20486832,20947392,20809312,20903952,20847824,20830496,20939168,24,80248
2052,80248,-113.69,41.32,-0.97,79.6,25121.25,0.01,4656.330935,0.01,0.33,1710581518,0,0,0,1,20846112,20645200,20687536,20882000,21253040,20689184,20886576,20929728,20836688,20918272,20734464,20486832,20947392,20809312,20903952,20847824,20830496,20939168,24,80249
2053,80249,-113.69,41.32,-0.97,79.6,25130,0.01,4657.122302,0.01,0.33,1710581518,0,0,0,1,20846112,20645200,20687536,20882000,21253040,20689184,20886576,20929728,20836688,20918272,20734464,20486832,20947392,20809312,20903952,20847824,20830496,20939168,24,80250
2054,80250,-113.64,41.37,-0.91,79.56,25138.75,0.01,4657.913669,0.01,1.33,1710581518,0,0,0,1,20846112,20645200,20687536,20882000,21253040,20689184,20886576,20929728,20836688,20918272,20734464,20486832,20947392,20809312,20903952,20847824,20830496,20939168,24,80251
2055,80251,-113.64,41.37,-0.91,79.56,25147.5,0.01,4658.705036,0.01,1.33,1710581518,0,0,0,1,20846112,20645200,20687536,20882000,21253040,20689184,20886576,20929728,20836688,20918272,20734464,20486832,20947392,20809312,20903952,20847824,20830496,20939168,24,80252
2056,80252,-113.64,41.37,-0.91,79.56,25156.25,0.01,4659.496403,0.01,1.33,1710581518,0,0,0,1,20846112,20645200,20687536,20882000,21253040,20689184,20886576,20929728,20836688,20918272,20734464,20486832,20947392,20809312,20903952,20847824,20830496,20939168,24,80253
